Região Política;Cidade e UF;Data Convênio;Data Denúncia
Sudeste;Jales - SP;09/02/2009;03/12/2018
Sudeste;Januária - MG;25/04/2023;
Sudeste;Japaraíba - MG;13/08/2009;03/12/2018
Sudeste;Jardinópolis - SP;09/02/2009;03/12/2018
Sudeste;Jardinópolis - SP;28/01/2020;
Sudeste;Jarinu - SP;09/02/2009;03/12/2018
Sudeste;Jaú - SP;05/03/2009;
Sudeste;Jequitibá - MG;09/02/2009;03/12/2018
Sudeste;Jeriquara - SP;09/02/2009;03/12/2018
Sudeste;Joanópolis - SP;09/02/2009;21/03/2019
Sudeste;Joanópolis - SP;28/01/2020;
Sudeste;João Pinheiro - MG;09/02/2009;
Sudeste;Jordânia - MG;03/06/2015;03/12/2018
Sudeste;José Bonifácio - SP;12/09/2013;03/12/2018
Sudeste;José Bonifácio - SP;27/09/2019;
Sudeste;Juatuba - MG;13/08/2009;03/12/2018
Sudeste;Juiz de Fora - MG;07/06/2023;
Sudeste;Júlio Mesquita - SP;12/09/2013;
Sudeste;Jumirim - SP;10/12/2013;
Sudeste;Junqueirópolis - SP;09/02/2009;03/12/2018
Sudeste;Junqueirópolis - SP;27/09/2019;
Sudeste;Juramento - MG;14/10/2009;03/12/2018
Sudeste;Juruaia - MG;09/02/2009;03/12/2018
Sudeste;Ladainha - MG;11/11/2009;04/12/2020
Sudeste;Lagoa dos Patos - MG;05/03/2009;03/12/2018
Sudeste;Lagoa Formosa - MG;14/04/2009;04/12/2020
Sudeste;Lagoa Formosa - MG;02/06/2021;
Sudeste;Lagoa Grande - MG;06/08/2013;
Sudeste;Lajinha - MG;03/06/2015;03/12/2018
Sudeste;Laranjal Paulista - SP;06/08/2013;
Sudeste;Lassance - MG;13/08/2009;04/12/2020
Sudeste;Lassance - MG;07/07/2022;
Sudeste;Lavínia - SP;05/03/2009;03/12/2018
Sudeste;Lavínia - SP;27/09/2019;
Sudeste;Lavras - MG;09/02/2009;03/12/2018
Sudeste;Lavrinhas - SP;09/02/2009;03/12/2018
Sudeste;Leandro Ferreira - MG;13/08/2009;03/12/2018
Sudeste;Leme - SP;09/02/2009;03/12/2018
Sudeste;Leme - SP;15/07/2020;
Sudeste;Leme do Prado - MG;14/10/2009;04/12/2020
Sudeste;Leme do Prado - MG;16/09/2022;
Sudeste;Lençóis Paulista - SP;09/02/2009;
Sudeste;Lima Duarte - MG;09/02/2009;03/12/2018
Sudeste;Lima Duarte - MG;09/09/2021;
Sudeste;Limeira - SP;09/02/2009;
Sudeste;Limeira do Oeste - MG;05/09/2011;03/12/2018
Sudeste;Limeira do Oeste - MG;27/09/2019;
Sudeste;Lins - SP;06/07/2016;03/12/2018
Sudeste;Lorena - SP;09/02/2009;03/12/2018
Sudeste;Lourdes - SP;13/08/2009;03/12/2018
Sudeste;Lourdes - SP;28/01/2020;
Sudeste;Lucélia - SP;09/02/2009;03/12/2018
Sudeste;Luís Antônio - SP;09/02/2009;03/12/2018
Sudeste;Luís Antônio - SP;27/09/2019;02/02/2022
Sudeste;Luisburgo - MG;10/06/2014;03/12/2018
Sudeste;Luislândia - MG;05/03/2009;04/12/2020
Sudeste;Luminárias - MG;08/09/2010;03/12/2018
Sudeste;Lupércio - SP;12/09/2013;03/12/2018
Sudeste;Luz - MG;08/04/2010;03/12/2018
Sudeste;Macatuba - SP;14/10/2009;
Sudeste;Macaubal - SP;12/09/2013;03/12/2018
Sudeste;Macaubal - SP;26/07/2023;
Sudeste;Macedônia - SP;08/02/2011;03/12/2018
Sudeste;Macedônia - SP;21/11/2019;23/12/2021
Sudeste;Macedônia - SP;16/03/2023;
Sudeste;Macuco - RJ;09/02/2009;03/12/2018
Sudeste;Magda - SP;20/07/2010;03/12/2018
Sudeste;Magda - SP;29/12/2022;
Sudeste;Magé - RJ;24/06/2009;03/12/2018
Sudeste;Mairiporã - SP;27/02/2023;
Sudeste;Malacacheta - MG;09/02/2009;03/12/2018
Sudeste;Manduri - SP;11/11/2009;
Sudeste;Mangaratiba - RJ;16/03/2023;
Sudeste;Mantena - MG;03/06/2015;03/12/2018
Sudeste;Marabá Paulista - SP;25/01/2010;03/12/2018
Sudeste;Maracaí - SP;22/04/2013;03/12/2018
Sudeste;Maracaí - SP;28/05/2019;
Sudeste;Marapoama - SP;09/02/2009;
Sudeste;Maria da Fé - MG;09/02/2009;03/12/2018
Sudeste;Mariana - MG;09/02/2009;
Sudeste;Maricá - RJ;09/08/2011;04/12/2020
Sudeste;Marilac - MG;09/02/2009;03/12/2018
Sudeste;Marília - SP;06/08/2013;
Sudeste;Marinópolis - SP;09/02/2009;03/12/2018
Sudeste;Marinópolis - SP;27/09/2019;
Sudeste;Martinópolis - SP;05/03/2009;
Sudeste;Matão - SP;04/12/2008;
Sudeste;Mateus Leme - MG;03/08/2012;03/12/2018
Sudeste;Matias Cardoso - MG;09/02/2009;03/12/2018
Sudeste;Matutina - MG;08/08/2014;03/12/2018
Sudeste;Medeiros - MG;04/09/2009;03/12/2018
Sudeste;Medeiros - MG;09/08/2023;
Sudeste;Mendonça - SP;09/02/2009;
Sudeste;Meridiano - SP;05/09/2011;03/12/2018
Sudeste;Mesópolis - SP;08/10/2013;03/12/2018
Sudeste;Mesópolis - SP;27/09/2019;
Sudeste;Mesquita - MG;10/12/2013;03/12/2018
Sudeste;Miguelópolis - SP;09/02/2009;03/12/2018
Sudeste;Miguelópolis - SP;21/11/2019;
Sudeste;Mimoso do Sul - ES;25/08/2010;03/12/2018
Sudeste;Minas Novas - MG;14/10/2009;03/12/2018
Sudeste;Minas Novas - MG;24/10/2019;
Sudeste;Minduri - MG;09/02/2009;03/12/2018
Sudeste;Mineiros do Tietê - SP;09/02/2009;
Sudeste;Mira Estrela - SP;09/02/2009;
Sudeste;Miradouro - MG;05/03/2009;03/12/2018
Sudeste;Miraí - MG;08/04/2015;03/12/2018
Sudeste;Mirandópolis - SP;09/02/2009;03/12/2018
Sudeste;Mirante do Paranapanema - SP;14/04/2009;03/12/2018
Sudeste;Mirassol - SP;14/05/2013;16/12/2016
Sudeste;Mirassolândia - SP;28/10/2014;03/12/2018
Sudeste;Mococa - SP;08/09/2010;03/12/2018
Sudeste;Mogi das Cruzes - SP;02/08/2019;
Sudeste;Mogi Guaçu - SP;14/04/2009;03/12/2018
Sudeste;Mogi-Mirim - SP;07/01/2009;
Sudeste;Mombuca - SP;09/02/2009;03/12/2018
Sudeste;Monções - SP;09/02/2009;03/12/2018
Sudeste;Monções - SP;27/09/2019;
Sudeste;Mongaguá - SP;09/02/2009;03/12/2018
Sudeste;Monsenhor Paulo - MG;09/02/2009;03/12/2018
Sudeste;Monte Alegre de Minas - MG;09/02/2009;
Sudeste;Monte Alto - SP;24/02/2010;
Sudeste;Monte Aprazível - SP;09/02/2009;
Sudeste;Monte Azul Paulista - SP;07/07/2009;
Sudeste;Monte Carmelo - MG;07/01/2009;
Sudeste;Monte Castelo - SP;03/06/2015;03/12/2018
Sudeste;Monteiro Lobato - SP;11/11/2013;21/03/2019
Sudeste;Monteiro Lobato - SP;27/02/2020;04/10/2023
Sudeste;Montezuma - MG;19/05/2009;03/12/2018
Sudeste;Morada Nova de Minas - MG;14/05/2014;03/12/2018
Sudeste;Morada Nova de Minas - MG;21/11/2019;
Sudeste;Morro Agudo - SP;07/01/2009;03/12/2018
Sudeste;Morro Agudo - SP;27/09/2019;
Sudeste;Morungaba - SP;14/04/2009;04/12/2020
Sudeste;Motuca - SP;09/02/2009;
Sudeste;Muriaé - MG;24/10/2019;
Sudeste;Murutinga do Sul - SP;24/02/2010;03/12/2018
Sudeste;Mutum - MG;11/07/2014;03/12/2018
Sudeste;Nantes - SP;21/11/2019;
Sudeste;Nanuque - MG;04/08/2015;
Sudeste;Narandiba - SP;19/06/2013;03/12/2018
Sudeste;Narandiba - SP;02/08/2019;
Sudeste;Natalândia - MG;22/04/2013;
Sudeste;Natércia - MG;14/04/2009;03/12/2018
Sudeste;Nazaré Paulista - SP;09/02/2009;03/12/2018
Sudeste;Nepomuceno - MG;12/09/2013;
Sudeste;Neves Paulista - SP;19/03/2014;03/12/2018
Sudeste;Neves Paulista - SP;10/12/2020;
Sudeste;Nhandeara - SP;14/04/2009;03/12/2018
Sudeste;Nhandeara - SP;27/02/2020;
Sudeste;Nipoã - SP;09/02/2009;03/12/2018
Sudeste;Nova Aliança - SP;06/08/2013;03/12/2018
Sudeste;Nova Belém - MG;03/06/2015;03/12/2018
Sudeste;Nova Canaã Paulista - SP;06/08/2013;03/12/2018
Sudeste;Nova Canaã Paulista - SP;24/10/2019;
Sudeste;Nova Castilho - SP;09/02/2009;03/12/2018
Sudeste;Nova Castilho - SP;28/01/2020;
Sudeste;Nova Europa - SP;08/09/2010;
Sudeste;Nova Friburgo - RJ;12/09/2013;
Sudeste;Nova Granada - SP;09/02/2009;03/12/2018
Sudeste;Nova Granada - SP;02/08/2019;
Sudeste;Nova Independência - SP;07/07/2011;03/12/2018
Sudeste;Nova Lima - MG;09/02/2009;03/12/2018
Sudeste;Nova Lima - MG;19/05/2020;
Sudeste;Nova Luzitânia - SP;09/02/2009;03/12/2018
Sudeste;Nova Luzitânia - SP;15/07/2020;
Sudeste;Nova Ponte - MG;14/04/2009;23/12/2020
Sudeste;Nova Ponte - MG;16/09/2022;
Sudeste;Nova Resende - MG;04/09/2009;03/12/2018
Sudeste;Nova Venécia - ES;09/02/2009;04/12/2020
Sudeste;Novais - SP;09/02/2009;03/12/2018
Sudeste;Novais - SP;02/08/2019;
Sudeste;Novo Horizonte - SP;06/08/2013;03/12/2018
Sudeste;Novo Horizonte - SP;27/09/2019;
Sudeste;Nuporanga - SP;09/02/2009;
Sudeste;Ocauçu - SP;10/09/2014;03/12/2018
Sudeste;Ocauçu - SP;27/09/2019;
Sudeste;Olaria - MG;09/02/2009;03/12/2018
Sudeste;Óleo - SP;12/09/2013;03/12/2018
Sudeste;Olímpia - SP;11/07/2013;
Sudeste;Onda Verde - SP;09/02/2009;
Sudeste;Oriente - SP;05/05/2015;
Sudeste;Orindiúva - SP;11/07/2013;04/12/2020
Sudeste;Orindiúva - SP;30/08/2022;
Sudeste;Orlândia - SP;09/02/2009;
Sudeste;Oscar Bressane - SP;09/02/2009;03/12/2018
Sudeste;Osvaldo Cruz - SP;05/03/2009;
Sudeste;Ourinhos - SP;10/09/2014;
Sudeste;Ouro Preto - MG;09/02/2009;23/12/2020
Sudeste;Ouro Preto - MG;30/08/2022;
Sudeste;Ouro Verde - SP;12/09/2013;03/12/2018
Sudeste;Ouro Verde - SP;02/08/2019;
Sudeste;Ouroeste - SP;09/02/2009;
Sudeste;Paineiras - MG;11/07/2014;03/12/2018
Sudeste;Pains - MG;09/02/2009;
Sudeste;Palestina - SP;25/08/2010;
Sudeste;Palmares Paulista - SP;09/02/2009;03/12/2018
Sudeste;Palmares Paulista - SP;17/08/2023;
Sudeste;Palmeira d'Oeste - SP;09/02/2009;03/12/2018
Sudeste;Palmeira d'Oeste - SP;02/10/2020;
Sudeste;Palmital - SP;25/01/2010;03/12/2018
Sudeste;Palmital - SP;02/08/2019;
Sudeste;Paracatu - MG;07/01/2009;
Sudeste;Paraguaçu Paulista - SP;09/02/2009;
Sudeste;Paraíso - SP;09/02/2009;04/12/2020
Sudeste;Paraíso - SP;30/08/2022;
Sudeste;Paranapanema - SP;14/04/2009;03/12/2018
Sudeste;Paranapanema - SP;19/05/2020;
Sudeste;Paranapuã - SP;12/09/2013;03/12/2018
Sudeste;Paranapuã - SP;21/11/2019;
Sudeste;Paraopeba - MG;14/10/2009;03/12/2018
Sudeste;Parapuã - SP;08/09/2010;03/12/2018
Sudeste;Pardinho - SP;14/04/2009;
Sudeste;Pariquera-Açu - SP;09/02/2009;03/12/2018
Sudeste;Parisi - SP;02/02/2011;04/12/2020
Sudeste;Parisi - SP;16/06/2021;
Sudeste;Passos - MG;03/05/2022;
Sudeste;Patos de Minas - MG;13/08/2009;
Sudeste;Patrocínio - MG;09/02/2009;
Sudeste;Patrocínio do Muriaé - MG;05/03/2009;03/12/2018
Sudeste;Patrocínio Paulista - SP;07/01/2009;04/12/2020
Sudeste;Paulicéia - SP;09/02/2009;03/12/2018
Sudeste;Paulicéia - SP;22/07/2022;
Sudeste;Paulistânia - SP;07/07/2009;04/12/2020
Sudeste;Paulo de Faria - SP;09/02/2009;
Sudeste;Peçanha - MG;08/10/2013;03/12/2018
Sudeste;Pederneiras - SP;09/02/2009;
Sudeste;Pedranópolis - SP;02/02/2011;03/12/2018
Sudeste;Pedranópolis - SP;02/08/2019;01/12/2021
Sudeste;Pedras de Maria da Cruz - MG;05/03/2009;03/12/2018
Sudeste;Pedregulho - SP;07/05/2010;03/12/2018
Sudeste;Pedregulho - SP;15/07/2020;
Sudeste;Pedreira - SP;09/02/2009;03/12/2018
Sudeste;Pedrinhas Paulista - SP;02/08/2019;
Sudeste;Pedrinópolis - MG;02/02/2011;03/12/2018
Sudeste;Pedrinópolis - MG;02/08/2019;
Sudeste;Pedro Leopoldo - MG;06/07/2016;
Sudeste;Pedro Teixeira - MG;14/10/2009;03/12/2018
Sudeste;Perdizes - MG;09/02/2009;03/12/2018
Sudeste;Perdizes - MG;02/08/2019;
Sudeste;Pereira Barreto - SP;09/02/2009;
Sudeste;Pereiras - SP;14/05/2014;03/12/2018
Sudeste;Petrópolis - RJ;09/02/2009;03/12/2018
Sudeste;Petrópolis - RJ;27/02/2023;
Sudeste;Piacatu - SP;09/02/2009;03/12/2018
Sudeste;Piacatu - SP;15/07/2020;
Sudeste;Piedade - SP;28/05/2019;
Sudeste;Pilar do Sul - SP;02/09/2015;
Sudeste;Pimenta - MG;20/12/2010;
Sudeste;Pindamonhangaba - SP;09/02/2009;16/12/2016
Sudeste;Pindorama - SP;11/07/2013;
Sudeste;Pinheiral - RJ;09/02/2009;20/09/2019
Sudeste;Pintópolis - MG;04/08/2015;03/12/2018
Sudeste;Piracicaba - SP;09/02/2009;
Sudeste;Piraí - RJ;13/08/2009;20/09/2019
Sudeste;Piraju - SP;25/08/2010;03/12/2018
Sudeste;Piraju - SP;02/08/2019;
Sudeste;Pirajuba - MG;09/02/2009;03/12/2018
Sudeste;Pirajuba - MG;02/08/2019;
Sudeste;Pirajuí - SP;07/06/2011;03/12/2018
Sudeste;Pirajuí - SP;19/05/2020;
Sudeste;Pirangi - SP;09/02/2009;03/12/2018
Sudeste;Pirangi - SP;28/01/2020;
Sudeste;Pirapozinho - SP;03/05/2022;
Sudeste;Pirassununga - SP;03/06/2015;03/12/2018
Sudeste;Piratininga - SP;24/06/2009;03/12/2018
Sudeste;Pitangueiras - SP;09/02/2009;
Sudeste;Pitangui - MG;09/02/2009;03/12/2018
Sudeste;Piumhi - MG;16/06/2010;03/12/2018
Sudeste;Planalto - SP;09/02/2009;03/12/2018
Sudeste;Planalto - SP;24/10/2019;
Sudeste;Planura - MG;10/12/2013;03/12/2018
Sudeste;Planura - MG;27/09/2019;
Sudeste;Platina - SP;09/03/2010;03/12/2018
Sudeste;Platina - SP;28/05/2019;
Sudeste;Poloni - SP;08/09/2010;
Sudeste;Pompéia - SP;02/12/2015;04/12/2020
Sudeste;Pontal - SP;09/02/2009;03/12/2018
Sudeste;Pontal - SP;28/01/2020;
Sudeste;Pontalinda - SP;09/02/2009;03/12/2018
Sudeste;Pontalinda - SP;27/02/2020;
Sudeste;Pontes Gestal - SP;09/02/2009;
Sudeste;Populina - SP;09/02/2009;03/12/2018
Sudeste;Populina - SP;27/09/2019;
Sudeste;Porto Feliz - SP;07/01/2009;
Sudeste;Porto Ferreira - SP;04/08/2015;
Sudeste;Porto Firme - MG;09/02/2009;03/12/2018
Sudeste;Poté - MG;10/09/2020;
Sudeste;Potirendaba - SP;25/01/2010;
Sudeste;Pouso Alegre - MG;25/01/2010;03/12/2018
Sudeste;Pouso Alto - MG;09/02/2009;03/12/2018
Sudeste;Pracinha - SP;10/09/2014;03/12/2018
Sudeste;Pracinha - SP;27/09/2019;
Sudeste;Pradópolis - SP;10/12/2009;03/12/2018
Sudeste;Pradópolis - SP;27/09/2019;
Sudeste;Prata - MG;09/02/2009;
Sudeste;Pratânia - SP;08/10/2013;
Sudeste;Pratápolis - MG;14/10/2009;03/12/2018
Sudeste;Pratinha - MG;02/02/2011;03/12/2018
Sudeste;Presidente Alves - SP;09/02/2009;04/12/2020
Sudeste;Presidente Epitácio - SP;12/09/2013;03/12/2018
Sudeste;Presidente Olegário - MG;11/07/2013;
Sudeste;Presidente Prudente - SP;06/07/2023;
Sudeste;Presidente Venceslau - SP;14/10/2010;03/12/2018
Sudeste;Presidente Venceslau - SP;26/06/2020;22/03/2023
Sudeste;Promissão - SP;09/02/2009;03/12/2018
Sudeste;Promissão - SP;21/11/2019;
Sudeste;Quadra - SP;22/04/2013;03/12/2018
Sudeste;Quatá - SP;04/03/2011;
Sudeste;Queluz - SP;16/10/2020;26/07/2023
Sudeste;Quintana - SP;09/02/2009;03/12/2018
Sudeste;Quissamã - RJ;09/02/2009;03/12/2018
Sudeste;Rafard - SP;10/09/2014;08/03/2018
Sudeste;Rancharia - SP;09/02/2009;03/12/2018
Sudeste;Raul Soares - MG;04/08/2015;04/12/2020
Sudeste;Redenção da Serra - SP;09/02/2009;03/12/2018
Sudeste;Regente Feijó - SP;09/02/2009;03/12/2018
Sudeste;Reginópolis - SP;09/02/2009;
Sudeste;Registro - SP;09/02/2009;04/12/2020
Sudeste;Registro - SP;05/11/2021;
Sudeste;Resende - RJ;02/10/2020;
Sudeste;Resplendor - MG;09/02/2009;04/12/2020
Sudeste;Restinga - SP;04/08/2015;03/12/2018
Sudeste;Restinga - SP;28/01/2020;
Sudeste;Riachinho - MG;08/08/2014;03/12/2018
Sudeste;Ribeira - SP;09/02/2009;03/12/2018
Sudeste;Ribeirão Bonito - SP;08/01/2014;03/12/2018
Sudeste;Ribeirão Branco - SP;09/02/2009;03/12/2018
Sudeste;Ribeirão Corrente - SP;25/01/2010;03/12/2018
Sudeste;Ribeirão das Neves - MG;27/09/2019;
Sudeste;Ribeirão do Sul - SP;28/05/2019;
Sudeste;Ribeirão dos Índios - SP;10/10/2011;03/12/2018
Sudeste;Ribeirão Grande - SP;09/02/2009;03/12/2018
Sudeste;Ribeirão Preto - SP;09/02/2009;
Sudeste;Rincão - SP;06/07/2012;03/12/2018
Sudeste;Rincão - SP;21/11/2019;
Sudeste;Rinópolis - SP;12/06/2012;03/12/2018
Sudeste;Rinópolis - SP;02/08/2019;
Sudeste;Rio Acima - MG;17/04/2012;03/12/2018
Sudeste;Rio Claro - RJ;25/01/2010;03/12/2018
Sudeste;Rio Claro - SP;04/08/2015;
Sudeste;Rio das Pedras - SP;09/02/2009;03/12/2018
Sudeste;Rio de Janeiro - RJ;09/02/2009;26/10/2016
Sudeste;Rio Paranaíba - MG;09/02/2009;23/12/2020
Sudeste;Rio Paranaíba - MG;09/09/2021;
Sudeste;Riolândia - SP;19/05/2009;
Sudeste;Riversul - SP;24/03/2015;
Sudeste;Romaria - MG;06/10/2015;03/12/2018
Sudeste;Rosana - SP;07/05/2012;03/12/2018
Sudeste;Rosário da Limeira - MG;07/07/2011;03/12/2018
Sudeste;Rubiácea - SP;08/04/2010;03/12/2018
Sudeste;Rubinéia - SP;09/02/2009;03/12/2018
Sudeste;Sabino - SP;09/02/2009;03/12/2018
Sudeste;Sacramento - MG;09/02/2009;
Sudeste;Sagres - SP;06/05/2016;
Sudeste;Sales - SP;09/02/2009;03/12/2018
Sudeste;Sales - SP;27/09/2019;
Sudeste;Sales Oliveira - SP;09/02/2009;03/12/2018
Sudeste;Salesópolis - SP;09/02/2009;03/12/2018
Sudeste;Salinas - MG;09/02/2009;03/12/2018
Sudeste;Salmourão - SP;11/07/2013;03/12/2018
Sudeste;Salto de Pirapora - SP;09/02/2009;
Sudeste;Salto Grande - SP;09/02/2009;03/12/2018
Sudeste;Salto Grande - SP;27/09/2019;
Sudeste;Santa Adélia - SP;09/02/2009;21/03/2019
Sudeste;Santa Adélia - SP;28/05/2019;
Sudeste;Santa Bárbara - MG;03/06/2015;03/12/2018
Sudeste;Santa Bárbara - MG;28/01/2020;
Sudeste;Santa Bárbara d'Oeste - SP;09/02/2009;03/12/2018
Sudeste;Santa Branca - SP;09/02/2009;03/12/2018
Sudeste;Santa Clara d'Oeste - SP;05/03/2009;03/12/2018
Sudeste;Santa Clara d'Oeste - SP;20/03/2020;
Sudeste;Santa Cruz da Conceição - SP;09/02/2009;03/12/2018
Sudeste;Santa Cruz da Conceição - SP;10/09/2020;
Sudeste;Santa Cruz da Esperança - SP;08/08/2014;03/12/2018
Sudeste;Santa Cruz da Esperança - SP;16/10/2020;
Sudeste;Santa Cruz das Palmeiras - SP;02/09/2015;03/12/2018
Sudeste;Santa Efigênia de Minas - MG;02/10/2020;
Sudeste;Santa Ernestina - SP;09/02/2009;03/12/2018
Sudeste;Santa Ernestina - SP;28/05/2019;
Sudeste;Santa Fé de Minas - MG;09/05/2011;
Sudeste;Santa Fé do Sul - SP;09/02/2009;03/12/2018
Sudeste;Santa Fé do Sul - SP;28/01/2020;
Sudeste;Santa Juliana - MG;05/09/2011;03/12/2018
Sudeste;Santa Juliana - MG;27/02/2020;
Sudeste;Santa Lúcia - SP;06/07/2012;03/12/2018
Sudeste;Santa Lúcia - SP;27/09/2019;
Sudeste;Santa Luzia - MG;02/02/2011;03/12/2018
Sudeste;Santa Maria da Serra - SP;08/10/2013;03/12/2018
Sudeste;Santa Maria de Jetibá - ES;09/02/2009;04/10/2023
Sudeste;Santa Maria Madalena - RJ;14/10/2010;03/12/2018
Sudeste;Santa Mercedes - SP;24/10/2023;
Sudeste;Santa Rita do Passa Quatro - SP;24/02/2010;03/12/2018
Sudeste;Santa Rita do Sapucaí - MG;09/02/2009;03/12/2018
Sudeste;Santa Rita d'Oeste - SP;25/01/2010;03/12/2018
Sudeste;Santa Rosa da Serra - MG;11/07/2014;03/12/2018
Sudeste;Santa Rosa de Viterbo - SP;19/03/2014;22/11/2022
Sudeste;Santa Salete - SP;09/02/2009;03/12/2018
Sudeste;Santa Teresa - ES;07/06/2011;04/12/2020
Sudeste;Santa Vitória - MG;02/02/2011;03/12/2018
Sudeste;Santa Vitória - MG;27/09/2019;
Sudeste;Santana da Ponte Pensa - SP;09/02/2009;03/12/2018
Sudeste;Santana do Jacaré - MG;09/02/2009;03/12/2018
Sudeste;Santana do Paraíso - MG;09/02/2009;03/12/2018
Sudeste;Santana do Riacho - MG;13/08/2009;03/12/2018
Sudeste;Santo Anastácio - SP;28/05/2019;
Sudeste;Santo Antônio da Alegria - SP;08/09/2010;03/12/2018
Sudeste;Santo Antônio da Alegria - SP;29/01/2021;
Sudeste;Santo Antônio de Posse - SP;04/11/2015;03/12/2018
Sudeste;Santo Antônio de Posse - SP;10/12/2020;
Sudeste;Santo Antônio do Amparo - MG;21/11/2019;
Sudeste;Santo Antônio do Aracanguá - SP;25/08/2010;03/12/2018
Sudeste;Santo Antônio do Aracanguá - SP;28/01/2020;
Sudeste;Santo Antônio do Monte - MG;10/12/2020;
Sudeste;Santópolis do Aguapeí - SP;06/08/2013;03/12/2018
Sudeste;Santópolis do Aguapeí - SP;27/09/2019;
Sudeste;São Bento do Sapucaí - SP;09/02/2009;03/12/2018
Sudeste;São Carlos - SP;04/12/2008;
Sudeste;São Domingos do Norte - ES;25/01/2010;03/12/2018
Sudeste;São Domingos do Prata - MG;06/10/2015;
Sudeste;São Francisco - MG;09/02/2009;03/12/2018
Sudeste;São Francisco - SP;05/03/2009;03/12/2018
Sudeste;São Francisco de Itabapoana - RJ;07/07/2015;31/12/2018
Sudeste;São Francisco de Paula - MG;06/05/2016;03/12/2018
Sudeste;São Francisco de Sales - MG;05/09/2011;03/12/2018
Sudeste;São Francisco de Sales - MG;02/08/2019;
Sudeste;São Francisco do Glória - MG;19/03/2014;03/12/2018
Sudeste;São Geraldo - MG;09/02/2009;03/12/2018
Sudeste;São Gonçalo do Abaeté - MG;25/08/2010;03/12/2018
Sudeste;São Gonçalo do Abaeté - MG;07/06/2023;
Sudeste;São Gonçalo do Sapucaí - MG;09/02/2009;03/12/2018
Sudeste;São Gotardo - MG;24/06/2009;03/12/2018
Sudeste;São João da Ponte - MG;26/07/2023;
Sudeste;São João das Duas Pontes - SP;11/07/2013;03/12/2018
Sudeste;São João das Duas Pontes - SP;02/08/2019;
Sudeste;São João de Iracema - SP;09/02/2009;03/12/2018
Sudeste;São João de Iracema - SP;21/11/2019;
Sudeste;São João Nepomuceno - MG;09/02/2009;03/12/2018
Sudeste;São João Nepomuceno - MG;10/09/2020;
Sudeste;São Joaquim da Barra - SP;09/02/2009;03/12/2018
Sudeste;São Joaquim da Barra - SP;27/09/2019;
Sudeste;São Joaquim de Bicas - MG;16/10/2012;03/12/2018
Sudeste;São José da Bela Vista - SP;05/03/2009;03/12/2018
Sudeste;São José do Barreiro - SP;09/02/2009;03/12/2018
Sudeste;São José do Jacuri - MG;03/06/2015;03/12/2018
Sudeste;São José do Rio Pardo - SP;04/08/2015;23/12/2020
Sudeste;São José do Rio Pardo - SP;30/11/2021;
Sudeste;São Manuel - SP;03/08/2012;
Sudeste;São Miguel Arcanjo - SP;04/08/2015;03/12/2018
Sudeste;São Miguel do Anta - MG;09/02/2009;03/12/2018
Sudeste;São Pedro - SP;14/05/2013;03/12/2018
Sudeste;São Pedro - SP;02/08/2019;
Sudeste;São Pedro da Aldeia - RJ;20/07/2010;03/12/2018
Sudeste;São Pedro do Turvo - SP;07/05/2012;
Sudeste;São Roque de Minas - MG;13/08/2009;03/12/2018
Sudeste;São Sebastião da Grama - SP;14/10/2009;03/12/2018
Sudeste;São Sebastião do Oeste - MG;10/12/2013;03/12/2018
Sudeste;São Simão - SP;09/08/2011;
Sudeste;São Tomé das Letras - MG;19/05/2009;03/12/2018
Sudeste;Sapucaí-Mirim - MG;14/05/2014;03/12/2018
Sudeste;Sapucaí-Mirim - MG;28/01/2020;04/10/2023
Sudeste;Sarapuí - SP;07/07/2015;03/12/2018
Sudeste;Sarutaiá - SP;09/02/2009;03/12/2018
Sudeste;Sarutaiá - SP;02/08/2019;
Sudeste;Sarzedo - MG;09/02/2009;03/12/2018
Sudeste;Sebastianópolis do Sul - SP;12/09/2013;03/12/2018
Sudeste;Sebastianópolis do Sul - SP;27/02/2020;
Sudeste;Senador Cortes - MG;09/02/2009;03/12/2018
Sudeste;Senhora de Oliveira - MG;09/02/2009;03/12/2018
Sudeste;Senhora dos Remédios - MG;09/02/2009;04/12/2020
Sudeste;Seropédica - RJ;22/04/2013;03/12/2018
Sudeste;Serra Azul - SP;13/08/2009;04/12/2020
Sudeste;Serra do Salitre - MG;17/04/2012;03/12/2018
Sudeste;Serra do Salitre - MG;27/09/2019;
Sudeste;Serrana - SP;09/02/2009;
Sudeste;Serrania - MG;19/05/2020;
Sudeste;Serro - MG;10/12/2013;03/12/2018
Sudeste;Sertãozinho - SP;05/03/2009;
Sudeste;Severínia - SP;20/12/2010;15/02/2024
Sudeste;Socorro - SP;08/08/2014;03/12/2018
Sudeste;Socorro - SP;21/11/2019;
Sudeste;Soledade de Minas - MG;09/02/2009;03/12/2018
Sudeste;Sorocaba - SP;02/10/2020;
Sudeste;Sud Mennucci - SP;02/02/2011;03/12/2018
Sudeste;Sud Mennucci - SP;23/09/2022;
Sudeste;Sumaré - SP;09/02/2009;03/12/2018
Sudeste;Sumidouro - RJ;05/03/2009;03/12/2018
Sudeste;Suzanápolis - SP;14/04/2009;03/12/2018
Sudeste;Suzanápolis - SP;21/11/2019;
Sudeste;Tabapuã - SP;09/02/2009;
Sudeste;Tabatinga - SP;04/11/2015;
Sudeste;Taciba - SP;19/06/2013;
Sudeste;Taiúva - SP;07/01/2015;03/12/2018
