Região Política;Cidade e UF;Data Convênio;Data Denúncia
Norte;Sapucaia - PA;05/11/2014;
Norte;Serra do Navio - AP;11/07/2013;03/12/2018
Norte;Silvanópolis - TO;14/04/2009;23/12/2020
Norte;Sítio Novo do Tocantins - TO;06/07/2016;03/12/2018
Norte;Soure - PA;11/11/2009;03/12/2018
Norte;Sucupira - TO;09/02/2009;03/12/2018
Norte;Taguatinga - TO;05/03/2009;04/12/2020
Norte;Taipas do Tocantins - TO;09/02/2009;03/12/2018
Norte;Taipas do Tocantins - TO;06/07/2023;
Norte;Talismã - TO;09/02/2009;
Norte;Tartarugalzinho - AP;06/07/2012;03/12/2018
Norte;Theobroma - RO;24/10/2023;
Norte;Tocantinópolis - TO;09/02/2009;20/08/2021
Norte;Trairão - PA;05/03/2009;03/12/2018
Norte;Trairão - PA;26/05/2022;
Norte;Tucumã - PA;24/03/2015;04/12/2020
Norte;Tupirama - TO;09/02/2009;04/12/2020
Norte;Tupiratins - TO;04/11/2015;03/12/2018
Norte;Tupiratins - TO;24/10/2019;
Norte;Ulianópolis - PA;13/01/2016;03/12/2018
Norte;Uruará - PA;02/09/2015;03/12/2018
Norte;Urupá - RO;05/03/2009;03/12/2018
Norte;Urupá - RO;30/08/2022;
Norte;Vale do Anari - RO;08/04/2010;03/12/2018
Norte;Vale do Paraíso - RO;06/07/2023;
Norte;Vilhena - RO;25/08/2010;03/12/2018
Norte;Vilhena - RO;03/05/2022;
Norte;Xinguara - PA;09/02/2009;
Sudeste;Abadia dos Dourados - MG;06/10/2015;03/12/2018
Sudeste;Abaeté - MG;25/08/2010;03/12/2018
Sudeste;Açucena - MG;02/02/2011;03/12/2018
Sudeste;Adamantina - SP;22/04/2013;
Sudeste;Adolfo - SP;09/02/2009;03/12/2018
Sudeste;Adolfo - SP;27/09/2019;
Sudeste;Afonso Cláudio - ES;11/04/2011;03/12/2018
Sudeste;Água Comprida - MG;09/02/2009;03/12/2018
Sudeste;Água Comprida - MG;27/09/2019;
Sudeste;Água Doce do Norte - ES;05/03/2009;03/12/2018
Sudeste;Águas da Prata - SP;14/10/2009;03/12/2018
Sudeste;Águas de Santa Bárbara - SP;12/09/2013;03/12/2018
Sudeste;Águas Formosas - MG;06/10/2015;04/10/2023
Sudeste;Agudos - SP;05/03/2009;
Sudeste;Águia Branca - ES;04/09/2009;03/12/2018
Sudeste;Aiuruoca - MG;16/10/2012;03/12/2018
Sudeste;Alagoa - MG;13/08/2009;03/12/2018
Sudeste;Alegre - ES;05/03/2009;31/12/2018
Sudeste;Alfenas - MG;09/02/2009;03/12/2018
Sudeste;Alfenas - MG;03/05/2021;
Sudeste;Alfredo Chaves - ES;04/12/2008;04/12/2020
Sudeste;Alpercata - MG;03/06/2015;03/12/2018
Sudeste;Alpinópolis - MG;09/02/2009;
Sudeste;Altair - SP;09/02/2009;
Sudeste;Alterosa - MG;09/02/2009;03/12/2018
Sudeste;Altinópolis - SP;14/04/2009;
Sudeste;Alto Alegre - SP;13/08/2009;03/12/2018
Sudeste;Álvares Florence - SP;09/02/2009;03/12/2018
Sudeste;Álvares Machado - SP;07/05/2010;03/12/2018
Sudeste;Álvaro de Carvalho - SP;20/02/2015;04/12/2020
Sudeste;Álvaro de Carvalho - SP;13/04/2021;
Sudeste;Alvinlândia - SP;10/09/2014;
Sudeste;Alvorada de Minas - MG;10/06/2014;03/12/2018
Sudeste;Americana - SP;04/09/2009;16/12/2016
Sudeste;Américo Brasiliense - SP;09/02/2009;
Sudeste;Américo de Campos - SP;09/02/2009;
Sudeste;Anchieta - ES;09/02/2009;03/12/2018
Sudeste;Andradina - SP;14/04/2009;03/12/2018
Sudeste;Angatuba - SP;09/02/2009;03/12/2018
Sudeste;Anhembi - SP;09/02/2009;
Sudeste;Anhumas - SP;19/06/2013;
Sudeste;Antônio Carlos - MG;06/08/2013;03/12/2018
Sudeste;Antônio Dias - MG;09/02/2009;03/12/2018
Sudeste;Aparecida d'Oeste - SP;12/09/2013;03/12/2018
Sudeste;Aparecida d'Oeste - SP;27/09/2019;
Sudeste;Aperibé - RJ;09/02/2009;03/12/2018
Sudeste;Apiaí - SP;09/02/2009;03/12/2018
Sudeste;Araçatuba - SP;10/09/2014;03/12/2018
Sudeste;Araçatuba - SP;21/11/2019;
Sudeste;Araçoiaba da Serra - SP;09/02/2009;03/12/2018
Sudeste;Aracruz - ES;03/05/2021;
Sudeste;Araguari - MG;04/09/2009;03/12/2018
Sudeste;Araguari - MG;07/07/2022;
Sudeste;Aramina - SP;08/04/2010;03/12/2018
Sudeste;Aramina - SP;28/01/2020;
Sudeste;Arandu - SP;06/08/2013;03/12/2018
Sudeste;Arandu - SP;25/04/2023;
Sudeste;Araporã - MG;09/02/2009;04/12/2020
Sudeste;Arapuá - MG;01/02/2024;
Sudeste;Araraquara - SP;09/02/2009;
Sudeste;Araras - SP;06/08/2013;
Sudeste;Araxá - MG;24/02/2010;03/12/2018
Sudeste;Areal - RJ;25/01/2010;03/12/2018
Sudeste;Arealva - SP;09/02/2009;03/12/2018
Sudeste;Areiópolis - SP;14/05/2014;03/12/2018
Sudeste;Areiópolis - SP;12/05/2023;
Sudeste;Arinos - MG;06/08/2013;04/12/2020
Sudeste;Ariranha - SP;09/02/2009;
Sudeste;Aspásia - SP;28/10/2014;03/12/2018
Sudeste;Assis - SP;20/12/2010;03/12/2018
Sudeste;Assis - SP;27/09/2019;
Sudeste;Ataléia - MG;07/05/2010;03/12/2018
Sudeste;Auriflama - SP;06/08/2013;03/12/2018
Sudeste;Auriflama - SP;30/08/2022;
Sudeste;Avaí - SP;09/02/2009;04/12/2020
Sudeste;Avanhandava - SP;05/03/2009;03/12/2018
Sudeste;Avanhandava - SP;26/06/2020;
Sudeste;Avaré - SP;10/01/2012;
Sudeste;Bady Bassitt - SP;12/09/2013;03/12/2018
Sudeste;Baixo Guandu - ES;09/02/2009;03/12/2018
Sudeste;Baixo Guandu - ES;10/09/2020;
Sudeste;Bálsamo - SP;12/09/2013;03/12/2018
Sudeste;Bananal - SP;02/09/2015;03/12/2018
Sudeste;Bandeira - MG;11/07/2013;03/12/2018
Sudeste;Barbacena - MG;24/10/2019;
Sudeste;Barbosa - SP;09/02/2009;03/12/2018
Sudeste;Barbosa - SP;22/07/2022;
Sudeste;Bariri - SP;09/02/2009;
Sudeste;Barra Bonita - SP;06/05/2016;
Sudeste;Barra do Chapéu - SP;05/03/2009;03/12/2018
Sudeste;Barra Mansa - RJ;16/03/2023;
Sudeste;Barretos - SP;07/01/2009;
Sudeste;Barrinha - SP;20/07/2010;
Sudeste;Bastos - SP;18/08/2021;
Sudeste;Batatais - SP;09/02/2009;03/12/2018
Sudeste;Bauru - SP;09/02/2009;03/12/2018
Sudeste;Bauru - SP;30/08/2021;
Sudeste;Bebedouro - SP;14/04/2009;03/12/2018
Sudeste;Bebedouro - SP;21/11/2019;
Sudeste;Bela Vista de Minas - MG;14/05/2014;04/12/2020
Sudeste;Belmiro Braga - MG;09/02/2009;04/12/2020
Sudeste;Belo Horizonte - MG;28/01/2020;
Sudeste;Bento de Abreu - SP;09/02/2009;03/12/2018
Sudeste;Bento de Abreu - SP;27/09/2019;
Sudeste;Bernardino de Campos - SP;06/07/2012;03/12/2018
Sudeste;Bernardino de Campos - SP;27/02/2020;
Sudeste;Birigui - SP;09/02/2009;03/12/2018
Sudeste;Birigui - SP;27/02/2020;
Sudeste;Biritiba-Mirim - SP;09/02/2009;03/12/2018
Sudeste;Boa Esperança - ES;09/02/2009;03/12/2018
Sudeste;Boa Esperança - MG;25/08/2010;03/12/2018
Sudeste;Boa Esperança - MG;24/10/2023;
Sudeste;Boa Esperança do Sul - SP;16/03/2012;14/04/2022
Sudeste;Bocaina - SP;14/04/2009;04/12/2020
Sudeste;Bocaiúva - MG;11/11/2009;03/12/2018
Sudeste;Bofete - SP;06/08/2013;03/12/2018
Sudeste;Boituva - SP;09/02/2009;03/12/2018
Sudeste;Boituva - SP;05/11/2021;
Sudeste;Bom Despacho - MG;09/02/2009;
Sudeste;Bom Jardim - RJ;09/02/2009;04/12/2020
Sudeste;Bom Jesus da Penha - MG;04/09/2009;03/12/2018
Sudeste;Bom Repouso - MG;09/02/2009;03/12/2018
Sudeste;Bonfinópolis de Minas - MG;11/07/2013;
Sudeste;Bonito de Minas - MG;10/06/2014;03/12/2018
Sudeste;Boracéia - SP;08/12/2011;03/12/2018
Sudeste;Borborema - SP;09/02/2009;21/03/2019
Sudeste;Borborema - SP;28/05/2019;
Sudeste;Borebi - SP;09/02/2009;03/12/2018
Sudeste;Botucatu - SP;04/08/2015;
Sudeste;Bragança Paulista - SP;07/06/2011;03/12/2018
Sudeste;Brasilândia de Minas - MG;10/09/2014;
Sudeste;Brasília de Minas - MG;09/02/2009;03/12/2018
Sudeste;Braúna - SP;09/02/2009;03/12/2018
Sudeste;Braúna - SP;27/02/2020;
Sudeste;Braúnas - MG;16/06/2010;04/12/2020
Sudeste;Brejo Alegre - SP;08/10/2013;03/12/2018
Sudeste;Brejo Alegre - SP;27/09/2019;
Sudeste;Brodowski - SP;10/12/2009;03/12/2018
Sudeste;Brodowski - SP;29/03/2022;
Sudeste;Brotas - SP;09/02/2009;
Sudeste;Brumadinho - MG;12/06/2012;16/12/2016
Sudeste;Bueno Brandão - MG;24/10/2019;
Sudeste;Buri - SP;16/06/2010;03/12/2018
Sudeste;Buri - SP;15/07/2020;
Sudeste;Buritama - SP;19/05/2009;03/12/2018
Sudeste;Buritama - SP;27/09/2019;
Sudeste;Buritis - MG;06/08/2013;03/12/2018
Sudeste;Buritis - MG;21/11/2019;
Sudeste;Buritizal - SP;10/12/2009;03/12/2018
Sudeste;Buritizeiro - MG;08/08/2014;03/12/2018
Sudeste;Buritizeiro - MG;24/10/2019;
Sudeste;Cabeceira Grande - MG;14/10/2009;04/12/2020
Sudeste;Cabeceira Grande - MG;01/07/2021;
Sudeste;Cabo Verde - MG;09/02/2009;03/12/2018
Sudeste;Cabrália Paulista - SP;02/02/2011;03/12/2018
Sudeste;Cachoeira Dourada - MG;06/10/2015;03/12/2018
Sudeste;Cachoeiras de Macacu - RJ;12/09/2013;03/12/2018
Sudeste;Cachoeiro de Itapemirim - ES;08/09/2010;
Sudeste;Caconde - SP;02/09/2015;03/12/2018
Sudeste;Caetanópolis - MG;09/02/2009;03/12/2018
Sudeste;Caeté - MG;09/02/2009;
Sudeste;Cafelândia - SP;09/02/2009;03/12/2018
Sudeste;Cafelândia - SP;27/09/2019;
Sudeste;Caiabu - SP;08/09/2010;03/12/2018
Sudeste;Caiana - MG;25/08/2010;03/12/2018
Sudeste;Caiuá - SP;05/03/2009;03/12/2018
Sudeste;Caiuá - SP;27/09/2019;
Sudeste;Cajobi - SP;11/07/2013;03/12/2018
Sudeste;Cajuru - SP;02/09/2015;03/12/2018
Sudeste;Caldas - MG;02/08/2019;
Sudeste;Camacho - MG;14/04/2009;03/12/2018
Sudeste;Cambuí - MG;03/05/2021;
Sudeste;Campanário - MG;09/02/2009;03/12/2018
Sudeste;Campanha - MG;19/05/2009;03/12/2018
Sudeste;Campestre - MG;06/05/2016;
Sudeste;Campina do Monte Alegre - SP;09/02/2009;03/12/2018
Sudeste;Campina Verde - MG;11/04/2011;
Sudeste;Campinas - SP;09/02/2009;26/02/2020
Sudeste;Campo Florido - MG;09/02/2009;
Sudeste;Campo Limpo Paulista - SP;13/08/2009;03/12/2018
Sudeste;Campos Altos - MG;20/12/2010;03/12/2018
Sudeste;Campos dos Goytacazes - RJ;11/07/2013;03/12/2018
Sudeste;Campos dos Goytacazes - RJ;20/09/2023;
Sudeste;Canápolis - MG;09/02/2009;03/12/2018
Sudeste;Cândido Mota - SP;16/06/2021;
Sudeste;Cândido Rodrigues - SP;20/12/2010;04/12/2020
Sudeste;Canitar - SP;28/10/2014;03/12/2018
Sudeste;Capão Bonito - SP;09/02/2009;
Sudeste;Capela do Alto - SP;07/07/2009;04/12/2020
Sudeste;Capelinha - MG;27/02/2023;
Sudeste;Capinópolis - MG;06/08/2013;03/12/2018
Sudeste;Capinópolis - MG;28/01/2020;
Sudeste;Capitão Andrade - MG;25/08/2010;03/12/2018
Sudeste;Capivari - SP;06/10/2015;
Sudeste;Carandaí - MG;28/01/2020;
Sudeste;Caratinga - MG;09/02/2009;03/12/2018
Sudeste;Cardoso - SP;25/01/2010;
Sudeste;Carlos Chagas - MG;09/02/2009;
Sudeste;Carmo da Mata - MG;11/11/2009;03/12/2018
Sudeste;Carmo de Minas - MG;14/04/2009;03/12/2018
Sudeste;Carmo do Paranaíba - MG;25/08/2010;23/12/2020
Sudeste;Carmo do Rio Claro - MG;15/02/2012;
Sudeste;Carneirinho - MG;09/02/2009;03/12/2018
Sudeste;Carneirinho - MG;27/09/2019;
Sudeste;Casa Branca - SP;09/02/2009;03/12/2018
Sudeste;Cássia - MG;02/02/2011;03/08/2023
Sudeste;Cássia dos Coqueiros - SP;04/08/2015;03/12/2018
Sudeste;Castelo - ES;09/02/2009;04/12/2020
Sudeste;Castilho - SP;05/03/2009;03/12/2018
Sudeste;Catanduva - SP;09/02/2009;
Sudeste;Catiguá - SP;30/08/2022;
Sudeste;Catuji - MG;07/07/2015;04/12/2020
Sudeste;Cedral - SP;06/08/2013;03/12/2018
Sudeste;Centralina - MG;10/12/2013;03/12/2018
Sudeste;Cesário Lange - SP;10/06/2014;09/05/2016
Sudeste;Chapada do Norte - MG;09/02/2009;03/12/2018
Sudeste;Chapada Gaúcha - MG;14/04/2009;03/12/2018
Sudeste;Charqueada - SP;08/01/2014;03/12/2018
Sudeste;Claraval - MG;10/09/2014;03/12/2018
Sudeste;Claro dos Poções - MG;08/08/2014;03/12/2018
Sudeste;Cláudio - MG;09/02/2009;10/10/2022
Sudeste;Clementina - SP;09/02/2009;09/12/2015
Sudeste;Colina - SP;09/02/2009;04/12/2020
Sudeste;Colina - SP;20/09/2023;
Sudeste;Colômbia - SP;09/02/2009;23/12/2020
Sudeste;Colômbia - SP;05/11/2021;
Sudeste;Comendador Gomes - MG;11/11/2009;03/12/2018
Sudeste;Comendador Gomes - MG;27/09/2019;
Sudeste;Conceição da Aparecida - MG;09/02/2009;03/12/2018
Sudeste;Conceição das Alagoas - MG;13/08/2009;
Sudeste;Conceição do Mato Dentro - MG;12/06/2012;
Sudeste;Conceição do Rio Verde - MG;11/02/2014;03/12/2018
Sudeste;Conchal - SP;02/02/2011;04/12/2020
Sudeste;Conchal - SP;02/06/2021;
Sudeste;Conchas - SP;13/08/2009;04/12/2020
Sudeste;Congonhas - MG;12/06/2012;
Sudeste;Conquista - MG;09/02/2009;
Sudeste;Conselheiro Pena - MG;13/08/2009;03/12/2018
Sudeste;Coqueiral - MG;14/10/2010;03/12/2018
Sudeste;Cordisburgo - MG;09/02/2009;03/12/2018
Sudeste;Corinto - MG;14/10/2009;03/12/2018
Sudeste;Coroaci - MG;09/02/2009;
Sudeste;Coroados - SP;09/02/2009;03/12/2018
Sudeste;Coroados - SP;28/01/2020;
Sudeste;Coromandel - MG;10/12/2009;
Sudeste;Coronel Macedo - SP;07/01/2015;04/12/2020
Sudeste;Coronel Macedo - SP;29/01/2021;17/05/2023
Sudeste;Córrego do Bom Jesus - MG;24/02/2010;03/12/2018
Sudeste;Córrego Fundo - MG;09/02/2009;03/12/2018
Sudeste;Corumbataí - SP;05/05/2015;03/12/2018
Sudeste;Cosmorama - SP;09/02/2009;
Sudeste;Cravinhos - SP;12/06/2012;03/12/2018
Sudeste;Crisólita - MG;09/02/2009;03/12/2018
Sudeste;Cristais - MG;20/09/2023;
Sudeste;Cristais Paulista - SP;09/02/2009;03/12/2018
Sudeste;Cristais Paulista - SP;10/09/2020;
Sudeste;Cruzália - SP;11/07/2013;03/12/2018
Sudeste;Cruzália - SP;28/05/2019;
Sudeste;Cruzeiro da Fortaleza - MG;08/08/2014;03/12/2018
Sudeste;Cruzeiro da Fortaleza - MG;24/10/2019;
Sudeste;Curral de Dentro - MG;09/02/2009;03/12/2018
Sudeste;Delfinópolis - MG;13/08/2009;03/12/2018
Sudeste;Delta - MG;08/08/2014;04/12/2020
Sudeste;Descalvado - SP;09/02/2009;03/12/2018
Sudeste;Descalvado - SP;27/09/2019;
Sudeste;Descoberto - MG;09/02/2009;03/12/2018
Sudeste;Dirce Reis - SP;09/02/2009;03/12/2018
Sudeste;Divinésia - MG;08/04/2015;16/12/2016
Sudeste;Divino das Laranjeiras - MG;03/06/2015;03/12/2018
Sudeste;Divinolândia - SP;10/06/2014;04/12/2020
Sudeste;Divinolândia de Minas - MG;25/08/2010;03/12/2018
Sudeste;Divisa Nova - MG;05/03/2009;23/12/2020
Sudeste;Dobrada - SP;09/02/2009;03/12/2018
Sudeste;Dois Córregos - SP;09/02/2009;
Sudeste;Dolcinópolis - SP;09/02/2009;03/12/2018
Sudeste;Dom Bosco - MG;06/08/2013;23/12/2020
Sudeste;Dom Bosco - MG;29/09/2021;
Sudeste;Dom Joaquim - MG;10/06/2014;04/12/2020
Sudeste;Dores do Indaiá - MG;09/02/2009;03/12/2018
Sudeste;Dores do Indaiá - MG;07/05/2023;
Sudeste;Doresópolis - MG;13/08/2009;03/12/2018
Sudeste;Dourado - SP;08/09/2010;
Sudeste;Dracena - SP;08/04/2015;
Sudeste;Duartina - SP;14/05/2014;03/12/2018
Sudeste;Duas Barras - RJ;14/10/2009;03/12/2018
Sudeste;Dumont - SP;25/08/2010;03/12/2018
Sudeste;Echaporã - SP;07/06/2011;
Sudeste;Eldorado - SP;08/09/2010;03/12/2018
Sudeste;Elisiário - SP;09/02/2009;
Sudeste;Embaúba - SP;05/03/2009;04/12/2020
Sudeste;Embu-Guaçu - SP;14/04/2009;03/12/2018
Sudeste;Engenheiro Caldas - MG;09/02/2009;03/12/2018
Sudeste;Engenheiro Coelho - SP;04/03/2011;03/12/2018
Sudeste;Entre Rios de Minas - MG;09/02/2009;03/12/2018
Sudeste;Ervália - MG;09/02/2009;03/12/2018
Sudeste;Esmeraldas - MG;13/08/2009;03/12/2018
Sudeste;Esmeraldas - MG;24/10/2019;
Sudeste;Espírito Santo do Dourado - MG;14/04/2009;03/12/2018
Sudeste;Espírito Santo do Pinhal - SP;14/05/2014;03/12/2018
Sudeste;Espírito Santo do Turvo - SP;12/09/2013;03/12/2018
Sudeste;Estrela do Norte - SP;09/02/2009;03/12/2018
Sudeste;Estrela do Norte - SP;23/12/2021;
Sudeste;Estrela do Sul - MG;02/08/2019;
Sudeste;Estrela d'Oeste - SP;14/10/2010;
Sudeste;Euclides da Cunha Paulista - SP;28/05/2019;
Sudeste;Fartura - SP;06/08/2013;
Sudeste;Fernando Prestes - SP;16/06/2010;03/12/2018
Sudeste;Fernando Prestes - SP;02/08/2019;
Sudeste;Fernandópolis - SP;09/02/2009;
Sudeste;Fernão - SP;12/09/2013;03/12/2018
Sudeste;Fernão - SP;28/05/2019;
Sudeste;Flora Rica - SP;12/09/2013;03/12/2018
Sudeste;Floreal - SP;08/12/2011;03/12/2018
Sudeste;Floreal - SP;28/01/2020;
Sudeste;Flórida Paulista - SP;06/08/2013;
Sudeste;Florínia - SP;07/06/2011;03/12/2018
Sudeste;Florínia - SP;02/08/2019;
Sudeste;Formiga - MG;25/08/2010;03/12/2018
Sudeste;Formoso - MG;06/08/2013;03/12/2018
Sudeste;Formoso - MG;29/01/2021;
Sudeste;Fortaleza de Minas - MG;13/08/2009;03/12/2018
Sudeste;Franciscópolis - MG;10/12/2009;03/12/2018
Sudeste;Franco da Rocha - SP;10/06/2014;03/12/2018
Sudeste;Frei Gaspar - MG;04/09/2009;03/12/2018
Sudeste;Frei Lagonegro - MG;09/02/2009;03/12/2018
Sudeste;Fronteira - MG;11/03/2013;03/12/2018
Sudeste;Fronteira - MG;20/03/2020;
Sudeste;Fruta de Leite - MG;09/02/2009;03/12/2018
Sudeste;Frutal - MG;12/06/2012;03/12/2018
Sudeste;Frutal - MG;02/08/2019;
Sudeste;Gabriel Monteiro - SP;11/11/2009;03/12/2018
Sudeste;Gália - SP;08/10/2013;
Sudeste;Galiléia - MG;03/06/2015;03/12/2018
Sudeste;Gameleiras - MG;09/02/2009;03/12/2018
Sudeste;Garça - SP;14/04/2009;
Sudeste;Gastão Vidigal - SP;08/09/2010;03/12/2018
Sudeste;Gastão Vidigal - SP;28/01/2020;
Sudeste;Gavião Peixoto - SP;09/02/2009;
Sudeste;General Salgado - SP;10/06/2014;03/12/2018
Sudeste;General Salgado - SP;27/09/2019;
Sudeste;Getulina - SP;29/12/2022;
Sudeste;Glicério - SP;09/02/2009;03/12/2018
Sudeste;Glicério - SP;27/09/2019;
Sudeste;Governador Valadares - MG;25/04/2023;
Sudeste;Guaiçara - SP;09/02/2009;03/12/2018
Sudeste;Guaiçara - SP;28/01/2020;
Sudeste;Guaimbê - SP;12/09/2013;03/12/2018
Sudeste;Guaimbê - SP;26/06/2020;
Sudeste;Guaíra - SP;09/02/2009;
Sudeste;Guanhães - MG;13/08/2009;03/12/2018
Sudeste;Guapé - MG;09/02/2009;03/12/2018
Sudeste;Guapiaçu - SP;09/02/2009;
Sudeste;Guará - SP;09/02/2009;
Sudeste;Guaraçaí - SP;09/02/2009;03/12/2018
Sudeste;Guaraçaí - SP;27/02/2020;
Sudeste;Guaraci - SP;24/06/2009;
Sudeste;Guaranésia - MG;13/08/2009;03/12/2018
Sudeste;Guarani - MG;09/02/2009;16/06/2010
Sudeste;Guarani d'Oeste - SP;11/03/2013;03/12/2018
Sudeste;Guarantã - SP;10/09/2014;03/12/2018
Sudeste;Guararapes - SP;14/04/2009;03/12/2018
Sudeste;Guararapes - SP;27/09/2019;
Sudeste;Guaratinguetá - SP;09/02/2009;26/02/2014
Sudeste;Guarda-Mor - MG;05/03/2009;
Sudeste;Guareí - SP;09/02/2009;03/12/2018
Sudeste;Guareí - SP;28/01/2020;
Sudeste;Guariba - SP;14/04/2009;
Sudeste;Guatapará - SP;09/02/2009;03/12/2018
Sudeste;Guatapará - SP;10/09/2020;
Sudeste;Guaxupé - MG;27/09/2019;
Sudeste;Guimarânia - MG;05/05/2015;03/12/2018
Sudeste;Guimarânia - MG;28/01/2020;
Sudeste;Gurinhatã - MG;11/04/2011;
Sudeste;Guzolândia - SP;11/07/2013;03/12/2018
Sudeste;Herculândia - SP;11/02/2014;03/12/2018
Sudeste;Holambra - SP;04/11/2015;03/12/2018
Sudeste;Holambra - SP;29/12/2022;
Sudeste;Hortolândia - SP;09/02/2009;11/04/2017
Sudeste;Iacanga - SP;09/02/2009;04/02/2022
Sudeste;Iacanga - SP;07/05/2023;
Sudeste;Iapu - MG;02/02/2022;
Sudeste;Iaras - SP;03/06/2015;
Sudeste;Ibaté - SP;09/02/2009;
Sudeste;Ibiá - MG;09/02/2009;03/12/2018
Sudeste;Ibiá - MG;10/12/2020;
Sudeste;Ibiaí - MG;09/02/2009;03/12/2018
Sudeste;Ibirá - SP;05/03/2009;
Sudeste;Ibirarema - SP;11/03/2013;03/12/2018
Sudeste;Ibirarema - SP;02/08/2019;27/05/2022
Sudeste;Ibirité - MG;19/05/2009;03/12/2018
Sudeste;Ibitinga - SP;09/02/2009;
Sudeste;Ibitiúra de Minas - MG;09/02/2009;03/12/2018
Sudeste;Ibiúna - SP;08/09/2010;03/12/2018
Sudeste;Ibiúna - SP;28/01/2020;
Sudeste;Icaraí de Minas - MG;09/02/2009;03/12/2018
Sudeste;Icém - SP;09/02/2009;03/12/2018
Sudeste;Icém - SP;02/08/2019;
Sudeste;Iepê - SP;10/12/2009;03/12/2018
Sudeste;Iepê - SP;28/01/2020;
Sudeste;Igaraçu do Tietê - SP;09/02/2009;
Sudeste;Igarapava - SP;09/02/2009;03/12/2018
Sudeste;Igarapava - SP;29/07/2021;
Sudeste;Igarapé - MG;11/07/2013;03/12/2018
Sudeste;Iguaba Grande - RJ;11/04/2014;03/12/2018
Sudeste;Iguape - SP;09/02/2009;03/12/2018
Sudeste;Iguatama - MG;10/01/2012;03/12/2018
Sudeste;Ilha Solteira - SP;14/04/2009;03/12/2018
Sudeste;Ilha Solteira - SP;26/06/2020;
Sudeste;Ilicínea - MG;19/05/2009;
Sudeste;Indaiatuba - SP;09/02/2009;
Sudeste;Indiana - SP;15/02/2012;03/12/2018
Sudeste;Indianópolis - MG;04/09/2009;
Sudeste;Indiaporã - SP;20/12/2010;
Sudeste;Inúbia Paulista - SP;08/10/2013;03/12/2018
Sudeste;Ipaba - MG;20/07/2010;03/12/2018
Sudeste;Ipatinga - MG;01/12/2023;
Sudeste;Ipaussu - SP;06/07/2012;03/12/2018
Sudeste;Ipaussu - SP;02/08/2019;
Sudeste;Ipiaçu - MG;14/10/2009;03/12/2018
Sudeste;Ipiguá - SP;12/09/2013;
Sudeste;Ipuã - SP;09/02/2009;03/12/2018
Sudeste;Ipuã - SP;28/01/2020;
Sudeste;Ipuiúna - MG;09/02/2009;03/12/2018
Sudeste;Iracemápolis - SP;04/12/2008;03/12/2018
Sudeste;Irapuã - SP;09/02/2009;03/12/2018
Sudeste;Irapuã - SP;27/09/2019;
Sudeste;Itaberá - SP;02/08/2019;
Sudeste;Itabira - MG;13/08/2009;04/10/2023
Sudeste;Itabira - MG;01/02/2024;
Sudeste;Itabirito - MG;14/04/2009;
Sudeste;Itaboraí - RJ;25/08/2010;
Sudeste;Itaguaçu - ES;25/01/2010;03/12/2018
Sudeste;Itaí - SP;04/12/2008;03/12/2018
Sudeste;Itaí - SP;28/01/2020;
Sudeste;Itaipé - MG;13/08/2009;03/12/2018
Sudeste;Itajobi - SP;09/02/2009;
Sudeste;Itaju - SP;09/02/2009;
Sudeste;Italva - RJ;09/02/2009;03/12/2018
Sudeste;Itamarandiba - MG;08/02/2011;
Sudeste;Itambacuri - MG;04/09/2009;
Sudeste;Itamogi - MG;24/10/2019;
Sudeste;Itamonte - MG;13/08/2009;03/12/2018
Sudeste;Itanhaém - SP;09/02/2009;03/12/2018
Sudeste;Itanhandu - MG;09/02/2009;03/12/2018
Sudeste;Itanhomi - MG;09/02/2009;03/12/2018
Sudeste;Itaocara - RJ;22/04/2013;03/12/2018
Sudeste;Itapagipe - MG;07/07/2009;
Sudeste;Itapecerica - MG;09/02/2009;03/12/2018
Sudeste;Itapetininga - SP;09/02/2009;03/12/2018
Sudeste;Itapetininga - SP;28/05/2019;
Sudeste;Itapeva - MG;05/03/2009;03/12/2018
Sudeste;Itapeva - SP;09/02/2009;
Sudeste;Itapira - SP;09/02/2009;
Sudeste;Itapirapuã Paulista - SP;09/02/2009;03/12/2018
Sudeste;Itápolis - SP;11/11/2009;
Sudeste;Itaporanga - SP;27/09/2019;
Sudeste;Itapuí - SP;09/02/2009;
Sudeste;Itapura - SP;11/11/2009;03/12/2018
Sudeste;Itararé - SP;24/02/2010;
Sudeste;Itatiba - SP;28/01/2020;
Sudeste;Itatinga - SP;10/01/2012;
Sudeste;Itaverava - MG;08/02/2011;03/12/2018
Sudeste;Itirapina - SP;10/12/2020;
Sudeste;Itirapuã - SP;09/02/2009;03/12/2018
Sudeste;Itu - SP;09/02/2009;03/12/2018
Sudeste;Itu - SP;21/11/2019;
Sudeste;Ituiutaba - MG;13/04/2021;
Sudeste;Iturama - MG;08/02/2011;
Sudeste;Ituverava - SP;09/02/2009;03/12/2018
Sudeste;Jaborandi - SP;09/02/2009;03/12/2018
Sudeste;Jaborandi - SP;02/08/2019;
Sudeste;Jaboticabal - SP;07/01/2009;
Sudeste;Jaci - SP;19/06/2013;
Sudeste;Jacuí - MG;09/02/2009;
Sudeste;Jacupiranga - SP;09/02/2009;03/12/2018
Sudeste;Jacutinga - MG;05/12/2014;04/12/2020
Sudeste;Jaguariúna - SP;02/09/2015;03/12/2018
Sudeste;Jaíba - MG;05/03/2009;03/12/2018
